"Data Source","World Development Indicators",

"Last Updated Date","2020-07-01",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019",
"IDA total","IDA","GDP (constant 2010 US$)","NY.GDP.MKTP.KD","246441344546.453","249149444319.921","262940440177.26","276556221640.442","289841818787.333","303352878844.96","305376364068.139","294043474059.29","304725240445.949","333952221620.901","372390962910.737","397490037794.833","403426509281.251","420381281152.184","452918743846.769","447575083386.699","473500401229.95","494498831889.5","496479554696.53","515266558253.142","531637013016.068","524147018681.239","521858864761.254","514005130003.793","521983164568.036","543333498187.147","559643687455.235","579087332790.75","604381006557","620553023178.013","645868989119.457","655828801951.088","668010802027.571","671697029764.231","675178752199.805","697457416724.002","730791965106.085","754276607244.515","779189181119.753","802600263247.515","833431739316.345","872922898316.137","923584228091.131","971773922438.092","1037276294621.24","1102129310159.42","1170875422799.31","1246047352619.07","1312368823988.4","1382910177855.65","1466846687790.1","1536445955133.4","1607020360341.26","1702332167855.18","1800151603908.53","1872363911339.52","1932999457282.98","2014910110021.06","2103419727413.12","2180807888596.81",
"IDA blend","IDB","GDP (constant 2010 US$)","NY.GDP.MKTP.KD","101605480565.87","102899913338.178","107317426428.658","115772052053.697","121688565742.736","128440148802.655","127511243214.352","116270198465.185","118546508363.223","138230318728.828","164077276695.881","182148960676.49","189463818706.824","200182238427.936","218044338127.444","212972246252.732","226790588329.803","238708438873.804","236369611497.021","250665291611.42","264054873413.101","251172663446.703","247600128832.426","238764587814.636","242390234587.655","257109174189.895","263764152384.705","273181306976.782","290076974674.961","298448089926.384","318362258314.778","324030456416.812","333822533276.239","332360227269.567","334536826950.929","340584482191.784","356358159491.22","363891132844.681","373727026921.646","381115603291.882","395514735778.793","413097159011.743","444473550495.091","467418227310.033","502848887577.809","532689912280.497","563307293695.15","596290841462.095","622011953536.204","659360919644.483","700806282251.712","734684122845.456","767687603170.004","812330841887.526","860603495437.578","894219263049.138","908198975436.642","933173663420.844","966502528643.327","988370794228.262",
"Indonesia","IDN","GDP (constant 2010 US$)","NY.GDP.MKTP.KD","60580597267.2392","64058314793.6083","65238254668.6196","63778855349.5244","66030056426.8482","66744230561.7269","68607293522.2791","69554350527.2295","77146332091.4747","82409484955.0241","88635220348.1984","94860955741.3726","101536931350.016","109765459425.779","118145693216.164","124026159828.575","132567301909.338","144181954870.16","153938848478.323","165213806159.438","181537058284.482","195927785588.603","200329196198.436","208728934024.014","223288878861.957","228786571622.488","242227885896.286","254159855613.23","268851562224.355","288898712661.287","309821137734.336","331235921596.565","352757997188.374","375674596363.267","404000352342.247","437209211196.907","471391045244.884","493545853299.545","428759443957.88","432151471748.063","453413616927.798","469933589927.666","491078136159.835","514553483744.125","540440020890.984","571204954434.658","602626663572.802","640863459320.349","679403088245.167","710851782010.38","755094160363.071","801681840622.493","850023661688.382","897261717986.534","942184637117.353","988128596686.365","1037861792572.64","1090479163407.98","1146853725883.45","1204479845861.69",
"IDA only","IDX","GDP (constant 2010 US$)","NY.GDP.MKTP.KD","","152028129731.099","162256922157.057","166547868518.603","174045172436.858","180627296206.927","184365813460.414","186736871800.831","196233321524.949","203473478008.306","213052416145.321","217675698940.103","214547889902.539","219738592304.03","233458685295.618","234174530124.307","245681097298.807","253993593742.757","259603680799.972","261968206264.873","262740300265.995","271557233068.825","273604467114.869","275967383196.497","280352602165.915","285770708120.212","295648646248.062","305620108302.383","312579733752.802","320194625844.476","323741818020.189","327842389578.055","329497545882.249","335187072599.223","336402129267.148","353247195163.015","370708759384.014","387115587088.6","402404472278.537","418898431742.052","435266812435.115","457204861104.149","475350698775.241","500427521950.311","529788932423.272","564692365917.816","602821252171.135","645066078582.468","686099855398.036","718710235774.943","760779116856.538","796194447734.056","833578606038.635","883988305370.936","933041604572.674","971461302699.349","1019436216922.88","1077529803985.8","1133311303632.57","1190421411646.74",
"Isle of Man","IMN","GDP (constant 2010 US$)","NY.GDP.MKTP.KD","","","","","","","","","","","","","","","","","","","","","","","","","1181654726.38243","1186604950.53505","1413312214.26005","1553178491.30268","1736909512.57198","1855804671.15943","1933506782.48312","1964539449.46517","1980006026.98112","2030857979.06815","2112166845.22059","2202586596.06596","2372537992.07996","2576138234.57132","2924155308.13047","3324566340.91224","3502043685.72041","3690319254.10742","3906903211.58621","4154123400.1516","4370137657.16909","4627976007.00112","4984330204.10861","5356015037.64866","5607747665.26824","5725510355.20857","5920177688.50433","6038581328.72817","6231815914.55295","6512247612.82085","6837860045.63227","6776319278.68921","7277766882.05914","7539766489.81327","","",
"India","IND","GDP (constant 2010 US$)","NY.GDP.MKTP.KD","148773240565.12","154311685268.911","158834757876.736","168355874365.044","180903353709.483","176135157184.686","176037703768.975","189814349385.377","196245125108.445","209078968136.597","219861650853.232","223473824717.617","222237341112.634","229561219659.359","232282292035.662","253535917382.899","257752482445.013","276451818260.547","292244217089.31","276935931059.836","295589841122.927","313343568872.088","324234555451.756","347867664947.465","361158776510.805","380135139299.924","398292538163.164","414086253764.644","453953579378.036","480951757294.595","507565004254.755","512929110762.338","541049915924.762","566753986666.965","604493704287.742","650281030594.288","699374141678.858","727697541481.731","772701383365.473","841052658954.873","873357417209.469","915487884378.979","950312817570.94","1025011030242.9","1106222004443.92","1193872737485.77","1290107626116.85","1388940385493.75","1431812781420.86","1544380310593.35","1675615335600.56","1763440111904.05","1859659734290.56","1978419583617.95","2125024977747.68","2294947360719.64","2484425233783.48","2659423696537.08","2822169439126.96","2963951659664.41",
"Not classified","INX","GDP (constant 2010 US$)","NY.GDP.MKTP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Ireland","IRL","GDP (constant 2010 US$)","NY.GDP.MKTP.KD","","","","","","","","","","","37691202576.9001","38999045049.6466","41530008362.13","43490817890.4502","45343626536.7696","47908554776.0518","48576787085.6365","52565573025.8136","56343318029.1112","58074768666.9062","59863081995.4607","61853658593.5186","63266067412.4333","63111507681.2827","65859617798.1383","67891792067.0563","67600990792.5125","70753286581.7261","74444778510.2669","78772938051.8943","85442270874.2663","87090998724.8264","90002689716.3865","92426110420.5402","97745997363.5687","107163259568.557","115108589467.237","127659719241.178","138755064446.911","153329285306.613","167812387196.735","176670248836.595","187128802584.148","192780034501.664","205737461752.638","217464680665.984","228492099412.739","240657629408.819","229875245087.371","218199392507.127","222148757313.006","222911706772.089","223414851581.063","226434602684.886","245809905127.01","307661903751.453","318977141891.91","344958774769.011","373141461440.054","393849943328.785",
"Iran, Islamic Rep.","IRN","GDP (constant 2010 US$)","NY.GDP.MKTP.KD","65260083266.4534","72750375293.0971","78999947514.6174","84746763990.8885","92538329399.3395","108471276544.56","120663391537.008","134699999051.326","154646478235.478","179906213480.444","199916441631.83","228744776268.622","261719130138.145","284130927970.783","302590499948.13","295269830677.888","346155543106.145","332084705450.91","285419596483.827","255410625844.443","185105088365.75","175523977921.528","223284776367.785","242403590901.412","221107968012.78","225866682434.705","202814189047.108","204129473925.37","193114216518.774","204741380766.047","233064852977.385","261926164549.912","269351058155.329","272152303460.656","268038482581.387","274156892684.493","288339805940.121","289729738951.074","296039540228.965","298572035956.852","316062584672.061","318523570377.292","341666063245.082","371509174024.685","387760877305.698","400129689618.902","420135354881.566","454400642918.223","455540536710.098","460129585831.779","486807615326.147","499687171631.335","462487675168.844","461590109284.624","482839035523.129","476462445364.325","540290519314.888","560579440641.026","","",
"Iraq","IRQ","GDP (constant 2010 US$)","NY.GDP.MKTP.KD","","","","","","","","","13470458420.987","13907465553.212","14539470473.9431","15320902259.1975","15893183620.0118","16595465246.3895","19269553452.7735","21676448411.2358","25399400712.0653","25881979812.2088","30296659549.7506","36619346782.51","45683999963.121","45351087832.7059","46908434203.177","40775947874.5009","40170326340.0621","40754361372.6313","42648457381.0555","46617016427.9371","46608141930.7714","45154650456.9052","71262089056.6554","25620782930.7993","33971161752.0081","44260969488.2902","45967022407.6695","46941533227.6609","52114859810.4336","63182980052.1758","85206731247.0945","100188005737.685","101597124725.723","103939260178.576","96767263419.0948","64736488915.1087","99796330468.1736","104187985160.487","114771608149.415","116352699697.206","125926324446.493","130181751588.159","138516722649.573","148969847232.097","169730925971.545","182630476345.383","183908889679.791","188465535167.112","217135784471.013","211719021955.27","210525740791.091","219790796317.812",
"Iceland","ISL","GDP (constant 2010 US$)","NY.GDP.MKTP.KD","","","","","","","","","","","3320000059.8023","3753619877.76833","3985493531.39453","4256746608.57616","4499649005.61815","4528723716.21416","4798607006.23121","5221953419.77736","5536143453.66061","5805232267.1222","6138912414.93111","6400737465.55993","6538645593.83453","6397988754.28938","6662169273.99473","6881543941.41187","7313054041.73777","7938023234.24126","7930900760.50732","7951397369.29523","8044378650.90001","8026397412.11853","7755595260.02866","7857461084.34969","8141025692.71823","8150516801.80015","8523253282.33878","9014233172.47321","9653843544.81439","10044153274.2372","10535472404.082","10946230526.7459","11020793074.6702","11270759757.3608","12177177342.1916","12947992676.4791","13627609658.386","14903878824.8275","15200761232.3718","14170572948.4567","13683689690.2042","13941164776.6653","14121903280.4591","14705681738.0562","15011945671.7101","15724860718.4616","16766953000.2045","17529175815.3862","18197812725.278","18546969951.0792",
"Israel","ISR","GDP (constant 2010 US$)","NY.GDP.MKTP.KD","18580162605.4574","20661862771.3125","22760305761.3212","25194682737.817","27194433074.2173","29667485462.8746","29643856861.594","30531696352.5113","35490641288.4426","40305196458.1571","41532110280.9757","46080321144.9713","51677492533.2194","54564953717.4745","58098668143.087","59982703098.8401","60176149227.5511","60799152410.5818","64176598355.2173","68160563311.6554","69299145757.3337","72999669522.4916","74519887616.8095","77023086313.2803","77741876330.291","80880269457.3583","84269269689.5566","90285852318.8911","92913185251.6154","93447200840.7464","100283049705.647","108031033614.265","116413448982.285","121205907086.58","130208894321.962","138806489744.33","145792366352.185","151521529137.821","157456466146.714","162360600624.35","174464879026.71","174672180744.925","174646223343.048","176341092629.479","183722523245.825","190909184937.085","201532202645.412","213167629208.729","219555161108.684","221584427361.149","233995676194.679","245188853489.341","250723348353.677","261123489617.274","270937033101.006","277141740754.435","288177653396.51","298369641651.459","308674441478.207","319521522324.657",
